Rank,Ligand,Initial_1VYW_Affinity,Mean_Affinity,Median_Affinity,Best_Affinity,Worst_Affinity,SD_Affinity,Successful_Receptors,Receptor,Affinity
167,ligand_5194,-11,-8.638,-8.167,-11.02,-7.5,1.371,5,5A14,-8.13
167,ligand_5194,-11,-8.638,-8.167,-11.02,-7.5,1.371,5,5IF1,-8.17
167,ligand_5194,-11,-8.638,-8.167,-11.02,-7.5,1.371,5,1W98,-8.38
168,ligand_5403,-10.46,-8.601,-8.609,-10.47,-6.76,1.593,5,1VYW,-10.47
168,ligand_5403,-10.46,-8.601,-8.609,-10.47,-6.76,1.593,5,7RWF,-9.86
168,ligand_5403,-10.46,-8.601,-8.609,-10.47,-6.76,1.593,5,5A14,-8.61
168,ligand_5403,-10.46,-8.601,-8.609,-10.47,-6.76,1.593,5,5IF1,-6.76
168,ligand_5403,-10.46,-8.601,-8.609,-10.47,-6.76,1.593,5,1W98,-7.3
169,ligand_3350,-10.12,-8.591,-8.209,-10.11,-7.25,1.126,5,1VYW,-10.11
169,ligand_3350,-10.12,-8.591,-8.209,-10.11,-7.25,1.126,5,7RWF,-9.32
169,ligand_3350,-10.12,-8.591,-8.209,-10.11,-7.25,1.126,5,5A14,-8.21
169,ligand_3350,-10.12,-8.591,-8.209,-10.11,-7.25,1.126,5,5IF1,-7.25
169,ligand_3350,-10.12,-8.591,-8.209,-10.11,-7.25,1.126,5,1W98,-8.07
170,ligand_7401,-10.17,-8.575,-8.176,-10.4,-7.09,1.456,5,1VYW,-10.4
170,ligand_7401,-10.17,-8.575,-8.176,-10.4,-7.09,1.456,5,7RWF,-9.78
170,ligand_7401,-10.17,-8.575,-8.176,-10.4,-7.09,1.456,5,5A14,-8.18
170,ligand_7401,-10.17,-8.575,-8.176,-10.4,-7.09,1.456,5,5IF1,-7.09
170,ligand_7401,-10.17,-8.575,-8.176,-10.4,-7.09,1.456,5,1W98,-7.42
171,ligand_5912,-10.43,-8.555,-7.553,-10.47,-7.28,1.618,5,1VYW,-10.47
171,ligand_5912,-10.43,-8.555,-7.553,-10.47,-7.28,1.618,5,7RWF,-10.17
171,ligand_5912,-10.43,-8.555,-7.553,-10.47,-7.28,1.618,5,5A14,-7.55
171,ligand_5912,-10.43,-8.555,-7.553,-10.47,-7.28,1.618,5,5IF1,-7.3
171,ligand_5912,-10.43,-8.555,-7.553,-10.47,-7.28,1.618,5,1W98,-7.28
172,ligand_6390,-10.26,-8.549,-8.399,-10.28,-7.69,1.018,5,1VYW,-10.28
172,ligand_6390,-10.26,-8.549,-8.399,-10.28,-7.69,1.018,5,7RWF,-8.4
172,ligand_6390,-10.26,-8.549,-8.399,-10.28,-7.69,1.018,5,5A14,-8.44
172,ligand_6390,-10.26,-8.549,-8.399,-10.28,-7.69,1.018,5,5IF1,-7.69
172,ligand_6390,-10.26,-8.549,-8.399,-10.28,-7.69,1.018,5,1W98,-7.94
173,ligand_411,-10.63,-8.547,-7.526,-10.63,-7.38,1.518,5,1VYW,-10.63
173,ligand_411,-10.63,-8.547,-7.526,-10.63,-7.38,1.518,5,7RWF,-9.71
173,ligand_411,-10.63,-8.547,-7.526,-10.63,-7.38,1.518,5,5A14,-7.53
173,ligand_411,-10.63,-8.547,-7.526,-10.63,-7.38,1.518,5,5IF1,-7.38
173,ligand_411,-10.63,-8.547,-7.526,-10.63,-7.38,1.518,5,1W98,-7.49
174,ligand_4332,-10.27,-8.514,-8.018,-10.26,-7.35,1.169,5,1VYW,-10.26
174,ligand_4332,-10.27,-8.514,-8.018,-10.26,-7.35,1.169,5,7RWF,-7.83
174,ligand_4332,-10.27,-8.514,-8.018,-10.26,-7.35,1.169,5,5A14,-9.11
174,ligand_4332,-10.27,-8.514,-8.018,-10.26,-7.35,1.169,5,5IF1,-8.02
174,ligand_4332,-10.27,-8.514,-8.018,-10.26,-7.35,1.169,5,1W98,-7.35
175,ligand_3355,-10.63,-8.509,-8.118,-10.63,-7.36,1.247,5,1VYW,-10.63
175,ligand_3355,-10.63,-8.509,-8.118,-10.63,-7.36,1.247,5,7RWF,-7.36
175,ligand_3355,-10.63,-8.509,-8.118,-10.63,-7.36,1.247,5,5A14,-8.12
175,ligand_3355,-10.63,-8.509,-8.118,-10.63,-7.36,1.247,5,5IF1,-8.02
175,ligand_3355,-10.63,-8.509,-8.118,-10.63,-7.36,1.247,5,1W98,-8.42
176,ligand_7557,-10.45,-8.507,-7.546,-10.45,-7.05,1.662,5,1VYW,-10.45
176,ligand_7557,-10.45,-8.507,-7.546,-10.45,-7.05,1.662,5,7RWF,-10.18
176,ligand_7557,-10.45,-8.507,-7.546,-10.45,-7.05,1.662,5,5A14,-7.55
176,ligand_7557,-10.45,-8.507,-7.546,-10.45,-7.05,1.662,5,5IF1,-7.3
176,ligand_7557,-10.45,-8.507,-7.546,-10.45,-7.05,1.662,5,1W98,-7.05
177,ligand_6798,-10.36,-8.473,-8.751,-10.35,-6.89,1.535,5,1VYW,-10.35
177,ligand_6798,-10.36,-8.473,-8.751,-10.35,-6.89,1.535,5,7RWF,-6.89
177,ligand_6798,-10.36,-8.473,-8.751,-10.35,-6.89,1.535,5,5A14,-9.44
177,ligand_6798,-10.36,-8.473,-8.751,-10.35,-6.89,1.535,5,5IF1,-6.93
177,ligand_6798,-10.36,-8.473,-8.751,-10.35,-6.89,1.535,5,1W98,-8.75
178,ligand_1009,-10.72,-8.47,-7.789,-10.76,-7.09,1.561,5,1VYW,-10.76
178,ligand_1009,-10.72,-8.47,-7.789,-10.76,-7.09,1.561,5,7RWF,-7.79
178,ligand_1009,-10.72,-8.47,-7.789,-10.76,-7.09,1.561,5,5A14,-7.09
178,ligand_1009,-10.72,-8.47,-7.789,-10.76,-7.09,1.561,5,5IF1,-7.33
178,ligand_1009,-10.72,-8.47,-7.789,-10.76,-7.09,1.561,5,1W98,-9.38
179,ligand_1964,-10.72,-8.46,-7.894,-10.71,-7.47,1.333,5,1VYW,-10.71
179,ligand_1964,-10.72,-8.46,-7.894,-10.71,-7.47,1.333,5,7RWF,-7.47
179,ligand_1964,-10.72,-8.46,-7.894,-10.71,-7.47,1.333,5,5A14,-7.89
179,ligand_1964,-10.72,-8.46,-7.894,-10.71,-7.47,1.333,5,5IF1,-7.61
179,ligand_1964,-10.72,-8.46,-7.894,-10.71,-7.47,1.333,5,1W98,-8.61
180,ligand_1808,-10.24,-8.434,-8.265,-10.26,-6.88,1.233,5,1VYW,-10.26
180,ligand_1808,-10.24,-8.434,-8.265,-10.26,-6.88,1.233,5,7RWF,-6.88
180,ligand_1808,-10.24,-8.434,-8.265,-10.26,-6.88,1.233,5,5A14,-8.27
180,ligand_1808,-10.24,-8.434,-8.265,-10.26,-6.88,1.233,5,5IF1,-7.98
180,ligand_1808,-10.24,-8.434,-8.265,-10.26,-6.88,1.233,5,1W98,-8.78
181,ligand_2485,-11.04,-8.421,-7.909,-11.05,-7.1,1.527,5,1VYW,-11.05
181,ligand_2485,-11.04,-8.421,-7.909,-11.05,-7.1,1.527,5,7RWF,-7.1
181,ligand_2485,-11.04,-8.421,-7.909,-11.05,-7.1,1.527,5,5A14,-7.82
181,ligand_2485,-11.04,-8.421,-7.909,-11.05,-7.1,1.527,5,5IF1,-7.91
181,ligand_2485,-11.04,-8.421,-7.909,-11.05,-7.1,1.527,5,1W98,-8.23
182,ligand_2427,-10.36,-8.416,-8.181,-10.34,-7.07,1.325,5,1VYW,-10.34
182,ligand_2427,-10.36,-8.416,-8.181,-10.34,-7.07,1.325,5,7RWF,-7.07
182,ligand_2427,-10.36,-8.416,-8.181,-10.34,-7.07,1.325,5,5A14,-8.18
182,ligand_2427,-10.36,-8.416,-8.181,-10.34,-7.07,1.325,5,5IF1,-7.41
182,ligand_2427,-10.36,-8.416,-8.181,-10.34,-7.07,1.325,5,1W98,-9.08
183,ligand_486,-10.82,-8.404,-8.166,-10.81,-6.49,1.637,5,1VYW,-10.81
183,ligand_486,-10.82,-8.404,-8.166,-10.81,-6.49,1.637,5,7RWF,-6.49
183,ligand_486,-10.82,-8.404,-8.166,-10.81,-6.49,1.637,5,5A14,-7.51
183,ligand_486,-10.82,-8.404,-8.166,-10.81,-6.49,1.637,5,5IF1,-8.17
183,ligand_486,-10.82,-8.404,-8.166,-10.81,-6.49,1.637,5,1W98,-9.04
184,ligand_2342,-10.27,-8.357,-8.989,-10.43,-5.96,1.773,5,1VYW,-10.43
184,ligand_2342,-10.27,-8.357,-8.989,-10.43,-5.96,1.773,5,7RWF,-5.96
184,ligand_2342,-10.27,-8.357,-8.989,-10.43,-5.96,1.773,5,5A14,-7.18
184,ligand_2342,-10.27,-8.357,-8.989,-10.43,-5.96,1.773,5,5IF1,-8.99
184,ligand_2342,-10.27,-8.357,-8.989,-10.43,-5.96,1.773,5,1W98,-9.22
185,ligand_1054,-10.03,-8.339,-8.161,-10.02,-7.59,0.974,5,1VYW,-10.02
185,ligand_1054,-10.03,-8.339,-8.161,-10.02,-7.59,0.974,5,7RWF,-8.17
185,ligand_1054,-10.03,-8.339,-8.161,-10.02,-7.59,0.974,5,5A14,-7.75
185,ligand_1054,-10.03,-8.339,-8.161,-10.02,-7.59,0.974,5,5IF1,-7.59
185,ligand_1054,-10.03,-8.339,-8.161,-10.02,-7.59,0.974,5,1W98,-8.16
186,ligand_4094,-10.25,-8.314,-7.483,-10.23,-6.97,1.467,5,1VYW,-10.23
186,ligand_4094,-10.25,-8.314,-7.483,-10.23,-6.97,1.467,5,7RWF,-9.54
186,ligand_4094,-10.25,-8.314,-7.483,-10.23,-6.97,1.467,5,5A14,-7.48
186,ligand_4094,-10.25,-8.314,-7.483,-10.23,-6.97,1.467,5,5IF1,-7.35
186,ligand_4094,-10.25,-8.314,-7.483,-10.23,-6.97,1.467,5,1W98,-6.97
187,ligand_5841,-10.38,-8.307,-7.39,-10.37,-6.69,1.857,5,1VYW,-10.37
187,ligand_5841,-10.38,-8.307,-7.39,-10.37,-6.69,1.857,5,7RWF,-10.27
187,ligand_5841,-10.38,-8.307,-7.39,-10.37,-6.69,1.857,5,5A14,-7.39
187,ligand_5841,-10.38,-8.307,-7.39,-10.37,-6.69,1.857,5,5IF1,-6.69
187,ligand_5841,-10.38,-8.307,-7.39,-10.37,-6.69,1.857,5,1W98,-6.82
188,ligand_1364,-10.03,-8.298,-8.086,-10.08,-7.38,1.079,5,1VYW,-10.08
188,ligand_1364,-10.03,-8.298,-8.086,-10.08,-7.38,1.079,5,7RWF,-7.38
188,ligand_1364,-10.03,-8.298,-8.086,-10.08,-7.38,1.079,5,5A14,-8.09
188,ligand_1364,-10.03,-8.298,-8.086,-10.08,-7.38,1.079,5,5IF1,-7.54
188,ligand_1364,-10.03,-8.298,-8.086,-10.08,-7.38,1.079,5,1W98,-8.41
189,ligand_780,-10.54,-8.284,-8.158,-10.5,-7.16,1.315,5,1VYW,-10.5
189,ligand_780,-10.54,-8.284,-8.158,-10.5,-7.16,1.315,5,7RWF,-8.16
189,ligand_780,-10.54,-8.284,-8.158,-10.5,-7.16,1.315,5,5A14,-7.16
189,ligand_780,-10.54,-8.284,-8.158,-10.5,-7.16,1.315,5,5IF1,-7.45
189,ligand_780,-10.54,-8.284,-8.158,-10.5,-7.16,1.315,5,1W98,-8.16
190,ligand_3490,-12.38,-8.27,-7.746,-12.36,-6.39,2.389,5,1VYW,-12.36
190,ligand_3490,-12.38,-8.27,-7.746,-12.36,-6.39,2.389,5,7RWF,-6.39
190,ligand_3490,-12.38,-8.27,-7.746,-12.36,-6.39,2.389,5,5A14,-8.09
190,ligand_3490,-12.38,-8.27,-7.746,-12.36,-6.39,2.389,5,5IF1,-6.76
190,ligand_3490,-12.38,-8.27,-7.746,-12.36,-6.39,2.389,5,1W98,-7.75
191,ligand_7199,-11.19,-8.258,-8.076,-11.24,-6.37,1.844,5,1VYW,-11.24
191,ligand_7199,-11.19,-8.258,-8.076,-11.24,-6.37,1.844,5,7RWF,-6.37
191,ligand_7199,-11.19,-8.258,-8.076,-11.24,-6.37,1.844,5,5A14,-8.39
191,ligand_7199,-11.19,-8.258,-8.076,-11.24,-6.37,1.844,5,5IF1,-7.21
191,ligand_7199,-11.19,-8.258,-8.076,-11.24,-6.37,1.844,5,1W98,-8.08
192,ligand_4804,-10,-8.246,-8.106,-10.06,-6.82,1.198,5,1VYW,-10.06
192,ligand_4804,-10,-8.246,-8.106,-10.06,-6.82,1.198,5,7RWF,-6.82
192,ligand_4804,-10,-8.246,-8.106,-10.06,-6.82,1.198,5,5A14,-8.55
192,ligand_4804,-10,-8.246,-8.106,-10.06,-6.82,1.198,5,5IF1,-7.7
192,ligand_4804,-10,-8.246,-8.106,-10.06,-6.82,1.198,5,1W98,-8.11
193,ligand_1010,-10.89,-8.231,-7.784,-10.96,-6.87,1.577,5,1VYW,-10.96
193,ligand_1010,-10.89,-8.231,-7.784,-10.96,-6.87,1.577,5,7RWF,-6.87
193,ligand_1010,-10.89,-8.231,-7.784,-10.96,-6.87,1.577,5,5A14,-7.78
193,ligand_1010,-10.89,-8.231,-7.784,-10.96,-6.87,1.577,5,5IF1,-7.86
193,ligand_1010,-10.89,-8.231,-7.784,-10.96,-6.87,1.577,5,1W98,-7.69
194,ligand_3250,-10.01,-8.214,-7.81,-9.96,-7.61,0.987,5,1VYW,-9.96
194,ligand_3250,-10.01,-8.214,-7.81,-9.96,-7.61,0.987,5,7RWF,-7.72
194,ligand_3250,-10.01,-8.214,-7.81,-9.96,-7.61,0.987,5,5A14,-7.97
194,ligand_3250,-10.01,-8.214,-7.81,-9.96,-7.61,0.987,5,5IF1,-7.61
194,ligand_3250,-10.01,-8.214,-7.81,-9.96,-7.61,0.987,5,1W98,-7.81
195,ligand_5269,-11.85,-8.171,-7.375,-11.85,-6.41,2.132,5,1VYW,-11.85
195,ligand_5269,-11.85,-8.171,-7.375,-11.85,-6.41,2.132,5,7RWF,-6.41
195,ligand_5269,-11.85,-8.171,-7.375,-11.85,-6.41,2.132,5,5A14,-7.23
195,ligand_5269,-11.85,-8.171,-7.375,-11.85,-6.41,2.132,5,5IF1,-7.38
195,ligand_5269,-11.85,-8.171,-7.375,-11.85,-6.41,2.132,5,1W98,-7.99
196,ligand_6672,-10.39,-8.17,-7.852,-10.39,-6.96,1.299,5,1VYW,-10.39
196,ligand_6672,-10.39,-8.17,-7.852,-10.39,-6.96,1.299,5,7RWF,-7.73
196,ligand_6672,-10.39,-8.17,-7.852,-10.39,-6.96,1.299,5,5A14,-7.85
196,ligand_6672,-10.39,-8.17,-7.852,-10.39,-6.96,1.299,5,5IF1,-6.96
196,ligand_6672,-10.39,-8.17,-7.852,-10.39,-6.96,1.299,5,1W98,-7.91
197,ligand_7118,-10.14,-8.156,-7.841,-10.08,-6.7,1.367,5,1VYW,-10.08
197,ligand_7118,-10.14,-8.156,-7.841,-10.08,-6.7,1.367,5,7RWF,-6.7
197,ligand_7118,-10.14,-8.156,-7.841,-10.08,-6.7,1.367,5,5A14,-8.96
197,ligand_7118,-10.14,-8.156,-7.841,-10.08,-6.7,1.367,5,5IF1,-7.2
197,ligand_7118,-10.14,-8.156,-7.841,-10.08,-6.7,1.367,5,1W98,-7.84
198,ligand_5702,-10.82,-8.152,-7.675,-11.14,-6.72,1.729,5,1VYW,-11.14
198,ligand_5702,-10.82,-8.152,-7.675,-11.14,-6.72,1.729,5,7RWF,-6.72
198,ligand_5702,-10.82,-8.152,-7.675,-11.14,-6.72,1.729,5,5A14,-7.9
198,ligand_5702,-10.82,-8.152,-7.675,-11.14,-6.72,1.729,5,5IF1,-7.33
198,ligand_5702,-10.82,-8.152,-7.675,-11.14,-6.72,1.729,5,1W98,-7.67
199,ligand_463,-10.03,-8.144,-7.207,-10.61,-6.01,2.04,5,1VYW,-10.02
199,ligand_463,-10.03,-8.144,-7.207,-10.61,-6.01,2.04,5,7RWF,-6.01
199,ligand_463,-10.03,-8.144,-7.207,-10.61,-6.01,2.04,5,5A14,-10.61
199,ligand_463,-10.03,-8.144,-7.207,-10.61,-6.01,2.04,5,5IF1,-7.21
199,ligand_463,-10.03,-8.144,-7.207,-10.61,-6.01,2.04,5,1W98,-6.87
200,ligand_2864,-11.18,-8.142,-7.648,-11.16,-6.54,1.761,5,1VYW,-11.16
200,ligand_2864,-11.18,-8.142,-7.648,-11.16,-6.54,1.761,5,7RWF,-6.54
200,ligand_2864,-11.18,-8.142,-7.648,-11.16,-6.54,1.761,5,5A14,-7.51
200,ligand_2864,-11.18,-8.142,-7.648,-11.16,-6.54,1.761,5,5IF1,-7.65
200,ligand_2864,-11.18,-8.142,-7.648,-11.16,-6.54,1.761,5,1W98,-7.85
201,ligand_381,-11.2,-8.125,-7.647,-11.19,-6.48,1.789,5,1VYW,-11.19
201,ligand_381,-11.2,-8.125,-7.647,-11.19,-6.48,1.789,5,7RWF,-6.48
201,ligand_381,-11.2,-8.125,-7.647,-11.19,-6.48,1.789,5,5A14,-7.65
201,ligand_381,-11.2,-8.125,-7.647,-11.19,-6.48,1.789,5,5IF1,-7.77
201,ligand_381,-11.2,-8.125,-7.647,-11.19,-6.48,1.789,5,1W98,-7.54
202,ligand_6457,-10.29,-8.124,-8.199,-10.29,-6.54,1.485,5,1VYW,-10.29
202,ligand_6457,-10.29,-8.124,-8.199,-10.29,-6.54,1.485,5,7RWF,-6.54
202,ligand_6457,-10.29,-8.124,-8.199,-10.29,-6.54,1.485,5,5A14,-8.2
202,ligand_6457,-10.29,-8.124,-8.199,-10.29,-6.54,1.485,5,5IF1,-6.96
202,ligand_6457,-10.29,-8.124,-8.199,-10.29,-6.54,1.485,5,1W98,-8.63
203,ligand_5299,-10.53,-8.113,-7.788,-10.53,-6.58,1.454,5,1VYW,-10.53
203,ligand_5299,-10.53,-8.113,-7.788,-10.53,-6.58,1.454,5,7RWF,-6.58
203,ligand_5299,-10.53,-8.113,-7.788,-10.53,-6.58,1.454,5,5A14,-7.88
203,ligand_5299,-10.53,-8.113,-7.788,-10.53,-6.58,1.454,5,5IF1,-7.79
203,ligand_5299,-10.53,-8.113,-7.788,-10.53,-6.58,1.454,5,1W98,-7.79
204,ligand_7238,-10.33,-8.087,-8.196,-10.33,-6.37,1.51,5,1VYW,-10.33
204,ligand_7238,-10.33,-8.087,-8.196,-10.33,-6.37,1.51,5,7RWF,-6.37
204,ligand_7238,-10.33,-8.087,-8.196,-10.33,-6.37,1.51,5,5A14,-8.2
204,ligand_7238,-10.33,-8.087,-8.196,-10.33,-6.37,1.51,5,5IF1,-7.08
204,ligand_7238,-10.33,-8.087,-8.196,-10.33,-6.37,1.51,5,1W98,-8.45
205,ligand_2733,-10.02,-8.08,-7.82,-10.44,-6.41,1.46,5,1VYW,-10.44
205,ligand_2733,-10.02,-8.08,-7.82,-10.44,-6.41,1.46,5,7RWF,-6.41
205,ligand_2733,-10.02,-8.08,-7.82,-10.44,-6.41,1.46,5,5A14,-7.95
205,ligand_2733,-10.02,-8.08,-7.82,-10.44,-6.41,1.46,5,5IF1,-7.78
205,ligand_2733,-10.02,-8.08,-7.82,-10.44,-6.41,1.46,5,1W98,-7.82
206,ligand_2544,-10.48,-8.08,-8.04,-10.46,-6.46,1.489,5,1VYW,-10.46
206,ligand_2544,-10.48,-8.08,-8.04,-10.46,-6.46,1.489,5,7RWF,-6.46
206,ligand_2544,-10.48,-8.08,-8.04,-10.46,-6.46,1.489,5,5A14,-8.12
206,ligand_2544,-10.48,-8.08,-8.04,-10.46,-6.46,1.489,5,5IF1,-7.32
206,ligand_2544,-10.48,-8.08,-8.04,-10.46,-6.46,1.489,5,1W98,-8.04
207,ligand_2002,-10.27,-8.063,-8.041,-10.19,-6.46,1.388,5,1VYW,-10.19
207,ligand_2002,-10.27,-8.063,-8.041,-10.19,-6.46,1.388,5,7RWF,-8.31
207,ligand_2002,-10.27,-8.063,-8.041,-10.19,-6.46,1.388,5,5A14,-8.04
207,ligand_2002,-10.27,-8.063,-8.041,-10.19,-6.46,1.388,5,5IF1,-6.46
207,ligand_2002,-10.27,-8.063,-8.041,-10.19,-6.46,1.388,5,1W98,-7.32
208,ligand_87,-11.45,-8.015,-7.377,-11.46,-6.13,2.083,5,1VYW,-11.46
208,ligand_87,-11.45,-8.015,-7.377,-11.46,-6.13,2.083,5,7RWF,-6.13
208,ligand_87,-11.45,-8.015,-7.377,-11.46,-6.13,2.083,5,5A14,-7.38
208,ligand_87,-11.45,-8.015,-7.377,-11.46,-6.13,2.083,5,5IF1,-6.81
208,ligand_87,-11.45,-8.015,-7.377,-11.46,-6.13,2.083,5,1W98,-8.3
209,ligand_6802,-10.11,-8.013,-7.899,-10.12,-6.16,1.698,5,1VYW,-10.12
209,ligand_6802,-10.11,-8.013,-7.899,-10.12,-6.16,1.698,5,7RWF,-6.16
209,ligand_6802,-10.11,-8.013,-7.899,-10.12,-6.16,1.698,5,5A14,-6.6
209,ligand_6802,-10.11,-8.013,-7.899,-10.12,-6.16,1.698,5,5IF1,-7.9
209,ligand_6802,-10.11,-8.013,-7.899,-10.12,-6.16,1.698,5,1W98,-9.29
210,ligand_4165,-10.1,-8.011,-8.146,-10.1,-6.64,1.423,5,1VYW,-10.1
210,ligand_4165,-10.1,-8.011,-8.146,-10.1,-6.64,1.423,5,7RWF,-6.72
210,ligand_4165,-10.1,-8.011,-8.146,-10.1,-6.64,1.423,5,5A14,-8.44
210,ligand_4165,-10.1,-8.011,-8.146,-10.1,-6.64,1.423,5,5IF1,-6.64
210,ligand_4165,-10.1,-8.011,-8.146,-10.1,-6.64,1.423,5,1W98,-8.15
211,ligand_3439,-10.2,-7.996,-7.883,-10.71,-6.56,1.625,5,1VYW,-10.71
211,ligand_3439,-10.2,-7.996,-7.883,-10.71,-6.56,1.625,5,7RWF,-6.56
211,ligand_3439,-10.2,-7.996,-7.883,-10.71,-6.56,1.625,5,5A14,-7.88
211,ligand_3439,-10.2,-7.996,-7.883,-10.71,-6.56,1.625,5,5IF1,-6.94
211,ligand_3439,-10.2,-7.996,-7.883,-10.71,-6.56,1.625,5,1W98,-7.88
212,ligand_2368,-10.06,-7.995,-7.629,-10.03,-6.99,1.192,5,1VYW,-10.03
212,ligand_2368,-10.06,-7.995,-7.629,-10.03,-6.99,1.192,5,7RWF,-7.63
212,ligand_2368,-10.06,-7.995,-7.629,-10.03,-6.99,1.192,5,5A14,-6.99
212,ligand_2368,-10.06,-7.995,-7.629,-10.03,-6.99,1.192,5,5IF1,-7.37
212,ligand_2368,-10.06,-7.995,-7.629,-10.03,-6.99,1.192,5,1W98,-7.96
213,ligand_1899,-10.62,-7.988,-7.507,-10.6,-6.5,1.65,5,1VYW,-10.6
213,ligand_1899,-10.62,-7.988,-7.507,-10.6,-6.5,1.65,5,7RWF,-6.5
213,ligand_1899,-10.62,-7.988,-7.507,-10.6,-6.5,1.65,5,5A14,-7.51
213,ligand_1899,-10.62,-7.988,-7.507,-10.6,-6.5,1.65,5,5IF1,-6.83
213,ligand_1899,-10.62,-7.988,-7.507,-10.6,-6.5,1.65,5,1W98,-8.51
214,ligand_1710,-10.42,-7.98,-7.441,-10.41,-7.17,1.367,5,1VYW,-10.41
214,ligand_1710,-10.42,-7.98,-7.441,-10.41,-7.17,1.367,5,7RWF,-7.29
214,ligand_1710,-10.42,-7.98,-7.441,-10.41,-7.17,1.367,5,5A14,-7.58
214,ligand_1710,-10.42,-7.98,-7.441,-10.41,-7.17,1.367,5,5IF1,-7.17
214,ligand_1710,-10.42,-7.98,-7.441,-10.41,-7.17,1.367,5,1W98,-7.44
215,ligand_5818,-10.19,-7.952,-7.138,-10.44,-5.89,2.206,5,1VYW,-10.18
215,ligand_5818,-10.19,-7.952,-7.138,-10.44,-5.89,2.206,5,7RWF,-5.89
215,ligand_5818,-10.19,-7.952,-7.138,-10.44,-5.89,2.206,5,5A14,-10.44
215,ligand_5818,-10.19,-7.952,-7.138,-10.44,-5.89,2.206,5,5IF1,-7.14
215,ligand_5818,-10.19,-7.952,-7.138,-10.44,-5.89,2.206,5,1W98,-6.11
216,ligand_5522,-10.38,-7.94,-7.697,-10.42,-6.37,1.65,5,1VYW,-10.42
216,ligand_5522,-10.38,-7.94,-7.697,-10.42,-6.37,1.65,5,7RWF,-6.61
216,ligand_5522,-10.38,-7.94,-7.697,-10.42,-6.37,1.65,5,5A14,-8.6
216,ligand_5522,-10.38,-7.94,-7.697,-10.42,-6.37,1.65,5,5IF1,-6.37
216,ligand_5522,-10.38,-7.94,-7.697,-10.42,-6.37,1.65,5,1W98,-7.7
217,ligand_7132,-10.06,-7.934,-7.394,-10.07,-7,1.256,5,1VYW,-10.07
217,ligand_7132,-10.06,-7.934,-7.394,-10.07,-7,1.256,5,7RWF,-7
217,ligand_7132,-10.06,-7.934,-7.394,-10.07,-7,1.256,5,5A14,-7.39
217,ligand_7132,-10.06,-7.934,-7.394,-10.07,-7,1.256,5,5IF1,-7.18
217,ligand_7132,-10.06,-7.934,-7.394,-10.07,-7,1.256,5,1W98,-8.03
218,ligand_826,-10.13,-7.92,-7.663,-10.12,-6.44,1.358,5,1VYW,-10.12
218,ligand_826,-10.13,-7.92,-7.663,-10.12,-6.44,1.358,5,7RWF,-6.44
218,ligand_826,-10.13,-7.92,-7.663,-10.12,-6.44,1.358,5,5A14,-7.41
218,ligand_826,-10.13,-7.92,-7.663,-10.12,-6.44,1.358,5,5IF1,-7.66
218,ligand_826,-10.13,-7.92,-7.663,-10.12,-6.44,1.358,5,1W98,-7.97
219,ligand_3879,-10.25,-7.913,-7.543,-10.27,-6.74,1.364,5,1VYW,-10.27
219,ligand_3879,-10.25,-7.913,-7.543,-10.27,-6.74,1.364,5,7RWF,-6.74
219,ligand_3879,-10.25,-7.913,-7.543,-10.27,-6.74,1.364,5,5A14,-7.54
219,ligand_3879,-10.25,-7.913,-7.543,-10.27,-6.74,1.364,5,5IF1,-7.37
219,ligand_3879,-10.25,-7.913,-7.543,-10.27,-6.74,1.364,5,1W98,-7.64
220,ligand_4018,-10.63,-7.903,-7.516,-10.65,-6.39,1.689,5,1VYW,-10.65
220,ligand_4018,-10.63,-7.903,-7.516,-10.65,-6.39,1.689,5,7RWF,-6.39
220,ligand_4018,-10.63,-7.903,-7.516,-10.65,-6.39,1.689,5,5A14,-7.52
220,ligand_4018,-10.63,-7.903,-7.516,-10.65,-6.39,1.689,5,5IF1,-6.75
220,ligand_4018,-10.63,-7.903,-7.516,-10.65,-6.39,1.689,5,1W98,-8.21
221,ligand_4871,-10.3,-7.9,-7.121,-10.29,-6.42,1.554,5,1VYW,-10.29
221,ligand_4871,-10.3,-7.9,-7.121,-10.29,-6.42,1.554,5,7RWF,-8.59
221,ligand_4871,-10.3,-7.9,-7.121,-10.29,-6.42,1.554,5,5A14,-7.08
221,ligand_4871,-10.3,-7.9,-7.121,-10.29,-6.42,1.554,5,5IF1,-6.42
221,ligand_4871,-10.3,-7.9,-7.121,-10.29,-6.42,1.554,5,1W98,-7.12
222,ligand_2332,-10.31,-7.87,-7.238,-10.27,-6.68,1.414,5,1VYW,-10.27
222,ligand_2332,-10.31,-7.87,-7.238,-10.27,-6.68,1.414,5,7RWF,-6.68
222,ligand_2332,-10.31,-7.87,-7.238,-10.27,-6.68,1.414,5,5A14,-7.23
222,ligand_2332,-10.31,-7.87,-7.238,-10.27,-6.68,1.414,5,5IF1,-7.24
222,ligand_2332,-10.31,-7.87,-7.238,-10.27,-6.68,1.414,5,1W98,-7.93
223,ligand_5801,-10.37,-7.849,-7.4,-10.45,-6.62,1.505,5,1VYW,-10.45
223,ligand_5801,-10.37,-7.849,-7.4,-10.45,-6.62,1.505,5,7RWF,-6.62
223,ligand_5801,-10.37,-7.849,-7.4,-10.45,-6.62,1.505,5,5A14,-7.4
