Ligand,Affinity
ligand_3579,-4.958
ligand_3580,-6.703
ligand_3581,-9.623
ligand_3582,-7.44
ligand_3583,-5.361
ligand_3584,-5.617
ligand_3585,-5.415
ligand_3586,-7.34
ligand_3587,-7.151
ligand_3588,-10
ligand_3589,-8.589
ligand_3590,-7.272
ligand_3591,-7.155
ligand_3592,-9.502
ligand_3593,-5.258
ligand_3594,-5.82
ligand_3595,-6.645
ligand_3596,-9.131
ligand_3597,-8.436
ligand_3598,-6.722
ligand_3599,-6.432
ligand_3600,-6.858
ligand_3601,-8.905
ligand_3602,-7.117
ligand_3603,-6.323
ligand_3604,-4.875
ligand_3605,-6.251
ligand_3606,-6.812
ligand_3607,-5.053
ligand_3608,-7.327
ligand_3609,-6.784
ligand_3610,-7.913
ligand_3611,-8.32
ligand_3612,-8.557
ligand_3613,-8.876
ligand_3614,-8.778
ligand_3615,-6.983
ligand_3616,-6.044
ligand_3617,-8.255
ligand_3618,-6.96
ligand_3619,-5.557
ligand_3620,-3.691
ligand_3621,-5.376
ligand_3622,-9.082
ligand_3623,-4.144
ligand_3624,-4.963
ligand_3625,-4.857
ligand_3626,-9.49
ligand_3627,-4.884
ligand_3628,-6.288
ligand_3629,-8.662
ligand_3630,-7.482
ligand_3631,-5.451
ligand_3632,-4.691
ligand_3633,-6.506
ligand_3634,-6.206
ligand_3635,-6.407
ligand_3636,-7.041
ligand_3637,-7.958
ligand_3638,-8.223
ligand_3639,-7.838
ligand_3640,-6.919
ligand_3641,-6.51
ligand_3642,-7.27
ligand_3643,-5.969
ligand_3644,-4.583
ligand_3645,-6
ligand_3646,-6.404
ligand_3647,-5.839
ligand_3648,-6.49
ligand_3649,-6.368
ligand_3650,-6.706
ligand_3651,-9.586
ligand_3652,-8.299
ligand_3653,-8.656
ligand_3654,-8.177
ligand_3655,-8.1
ligand_3656,-8.559
ligand_3657,-4.102
ligand_3658,-8.795
ligand_3659,-8.26
ligand_3660,-7.27
ligand_3661,-7.786
ligand_3662,-6.413
ligand_3663,-8.127
ligand_3664,-8.917
ligand_3665,-6.682
ligand_3666,-6.038
ligand_3667,-6.575
ligand_3668,-6.972
ligand_3669,-5.789
ligand_3670,-8.593
ligand_3671,-6.784
ligand_3672,-7.074
ligand_3673,-4.588
ligand_3674,-8.041
ligand_3675,-7.388
ligand_3676,-6.983
ligand_3677,-6.863
ligand_3678,-7.834
ligand_3679,-5.872
ligand_3680,-7.458
ligand_3681,-5.998
ligand_3682,-8.785
ligand_3683,-7.227
ligand_3684,-9.345
ligand_3685,-6.43
ligand_3686,-5.417
ligand_3687,-6.662
ligand_3688,-7.095
ligand_3689,-3.232
ligand_3690,-7.468
ligand_3691,-5.767
ligand_3692,-6.958
ligand_3693,-4.91
ligand_3694,-7.583
ligand_3695,-8.06
ligand_3696,-9.356
ligand_3697,-7.071
ligand_3698,-7.404
ligand_3699,-8.967
ligand_3700,-8.12
ligand_3701,-3.755
ligand_3702,-7.009
ligand_3703,-6.31
ligand_3704,-6.28
ligand_3705,-7.45
ligand_3706,-8.961
ligand_3707,-4.757
ligand_3708,-7.775
ligand_3709,-6.482
ligand_3710,-7.513
ligand_3711,-8.761
ligand_3712,-8.862
ligand_3713,-9.38
ligand_3714,-8.547
ligand_3715,-8.998
ligand_3716,-7.657
ligand_3717,-8.669
ligand_3718,-4.8
ligand_3719,-8.438
ligand_3720,-4.139
ligand_3721,-4.989
ligand_3722,-4.322
ligand_3723,-7.735
ligand_3724,-7.947
ligand_3725,-8.743
ligand_3726,-7.862
ligand_3727,-7.866
ligand_3728,-5.431
ligand_3729,-7.919
ligand_3730,-6.162
ligand_3731,-9.042
ligand_3732,-7.498
ligand_3733,-6.278
ligand_3734,-4.47
ligand_3735,-5.544
ligand_3736,-4.725
ligand_3737,-8.672
ligand_3738,-7.794
ligand_3739,-10.49
ligand_3740,-8.191
ligand_3741,-3.706
ligand_3742,-5.508
ligand_3743,-7.033
ligand_3744,-7.278
ligand_3745,-8.64
ligand_3746,-9.93
ligand_3747,-6.57
ligand_3748,-10.4
ligand_3749,-7.628
ligand_3750,-9.29
ligand_3751,-4.399
ligand_3752,-6.226
ligand_3753,-7.098
ligand_3754,-8.443
ligand_3755,-6.546
ligand_3756,-6.794
ligand_3757,-7.275
ligand_3758,-6.892
ligand_3759,-6.929
ligand_3760,-6.589
ligand_3761,-6.543
ligand_3762,-9.237
ligand_3763,-5.998
ligand_3764,-7.277
ligand_3765,-8.98
ligand_3766,-10.54
ligand_3767,-5.743
ligand_3768,-6.518
ligand_3769,-8.962
ligand_3770,-4.622
ligand_3771,-6.596
ligand_3772,-7.334
ligand_3773,-9.332
ligand_3774,-5.369
ligand_3775,-5.854
ligand_3776,-9.536
ligand_3777,-9.111
ligand_3778,-8.268
ligand_3779,-9.09
ligand_3780,-6.076
ligand_3781,-9.99
ligand_3782,-6.746
ligand_3783,-6.717
ligand_3784,-9.861
ligand_3785,-7.386
ligand_3786,-6.02
ligand_3787,-6.24
ligand_3788,-6.847
ligand_3789,-9.614
ligand_3790,-8.007
ligand_3791,-3.35
ligand_3792,-4.557
ligand_3793,-5.671
ligand_3794,-4.942
ligand_3795,-4.686
ligand_3796,-5.53
ligand_3797,-6.782
ligand_3798,-6.951
ligand_3799,-9.015
ligand_3800,-9.142
ligand_3801,-8.247
ligand_3802,-5.932
ligand_3803,-7.821
ligand_3804,-4.528
ligand_3805,-7.494
ligand_3806,-6.445
ligand_3807,-4.735
ligand_3808,-5.86
ligand_3809,-4.812
ligand_3810,-7.824
ligand_3811,-7.066
ligand_3812,-7.962
ligand_3813,-7.249
ligand_3814,-10.31
ligand_3815,-8.872
ligand_3816,-8.015
ligand_3817,-6.631
ligand_3818,-5.836
ligand_3819,-6.029
ligand_3820,-9.248
ligand_3821,-7.882
ligand_3822,-6.774
ligand_3823,-5.398
ligand_3824,-8.64
ligand_3825,-8.908
ligand_3826,-5.084
ligand_3827,-6.171
ligand_3828,-3.837
ligand_3829,-9.36
ligand_3830,-8.663
ligand_3831,-8.032
ligand_3832,-5.762
ligand_3833,-6.669
ligand_3834,-5.3
ligand_3835,-6.093
ligand_3836,-6.418
ligand_3837,-7.462
ligand_3838,-7.648
ligand_3839,-5.622
ligand_3840,-7.307
ligand_3841,-6.682
ligand_3842,-10.37
ligand_3843,-8.587
ligand_3844,-8.403
ligand_3845,-6.095
ligand_3846,-6.503
ligand_3847,-5.793
ligand_3848,-8.52
ligand_3849,-9.035
ligand_3850,-3.337
ligand_3851,-11.17
ligand_3852,-6.972
ligand_3853,-5.966
ligand_3854,-9.257
ligand_3855,-10.69
ligand_3856,-9.077
ligand_3857,-7.726
ligand_3858,-6.513
ligand_3859,-4.188
ligand_3860,-5.769
ligand_3861,-5.417
ligand_3862,-7.546
ligand_3863,-6.518
ligand_3864,-9.296
ligand_3865,-7.719
ligand_3866,-6.745
ligand_3867,-6.331
ligand_3868,-6.368
ligand_3869,-8.736
ligand_3870,-11.08
ligand_3871,-4.67
ligand_3872,-3.025
ligand_3873,-5.863
ligand_3874,-5.853
ligand_3875,-5.944
ligand_3876,-7.622
ligand_3877,-7.399
ligand_3878,-7.356
ligand_3879,-10.25
ligand_3880,-9.471
ligand_3881,-8.138
ligand_3882,-5.633
ligand_3883,-7.23
ligand_3884,-7.745
ligand_3885,-6.263
ligand_3886,-6.439
ligand_3887,-6.806
ligand_3888,-4.149
ligand_3889,-6.55
ligand_3890,-5.163
ligand_3891,-7.741
ligand_3892,-9.276
ligand_3893,-5.98
ligand_3894,-8.74
ligand_3895,-8.635
ligand_3896,-6.45
ligand_3897,-8.948
ligand_3898,-9.595
ligand_3899,-5.434
ligand_3900,-5.512
ligand_3901,-5.945
ligand_3902,-7.584
ligand_3903,-5.572
ligand_3904,-6.07
ligand_3905,-5.832
ligand_3906,-6.103
ligand_3907,-9.131
ligand_3908,-6.909
ligand_3909,-5.592
ligand_3910,-7.567
ligand_3911,-6.318
ligand_3912,-9.022
ligand_3913,-6.264
ligand_3914,-5.789
ligand_3915,-6.897
ligand_3916,-5.835
ligand_3917,-6.164
ligand_3918,-6.396
ligand_3919,-8.746
ligand_3920,-6.358
ligand_3921,-9.195
ligand_3922,-9.794
ligand_3923,-6.696
ligand_3924,-4.567
ligand_3925,-6.864
ligand_3926,-9.148
ligand_3927,-4.459
ligand_3928,-6.681
ligand_3929,-9.035
ligand_3930,-6.604
ligand_3931,-6.155
ligand_3932,-5.744
ligand_3933,-9.57
ligand_3934,-5.44
ligand_3935,-7.732
ligand_3936,-8.252
ligand_3937,-7.768
ligand_3938,-7.886
ligand_3939,-9.285
ligand_3940,-8.266
ligand_3941,-8.22
ligand_3942,-8.243
ligand_3943,-5.947
ligand_3944,-6.878
ligand_3945,-7.178
ligand_3946,-7.635
ligand_3947,-8.498
ligand_3948,-8.335
ligand_3949,-8.665
ligand_3950,-7.332
ligand_3951,-6.926
ligand_3952,-9.575
ligand_3953,-9.495
ligand_3954,-8.677
ligand_3955,-6.392
ligand_3956,-6.708
ligand_3957,-10.74
ligand_3958,-6.089
ligand_3959,-10.87
ligand_3960,-5.208
ligand_3961,-8.916
ligand_3962,-6.4
ligand_3963,-8.272
ligand_3964,-8.043
ligand_3965,-7.011
ligand_3966,-7.017
ligand_3967,-5.713
ligand_3968,-5.446
ligand_3969,-8.842
ligand_3970,-6.602
ligand_3971,-5.947
ligand_3972,-5.037
ligand_3973,-6.137
ligand_3974,-3.217
ligand_3975,-4.003
ligand_3976,-6.374
ligand_3977,-9.026
ligand_3978,-8.16
ligand_3979,-6.08
ligand_3980,-9.074
ligand_3981,-10.42
ligand_3982,-6.583
ligand_3983,-6.737
ligand_3984,-6.433
ligand_3985,-7.613
ligand_3986,-7.813
ligand_3987,-4.104
ligand_3988,-5.509
ligand_3989,-6.086
ligand_3990,-7.757
ligand_3991,-5.761
ligand_3992,-9.627
ligand_3993,-6.843
ligand_3994,-5.788
ligand_3995,-6.189
ligand_3996,-6.402
ligand_3997,-9.906
ligand_3998,-7.428
ligand_3999,-5.454
ligand_4000,-8.192
ligand_4001,-9.187
ligand_4002,-7.496
ligand_4003,-5.235
ligand_4004,-8.997
ligand_4005,-7.759
ligand_4006,-7.464
ligand_4007,-7.524
ligand_4008,-9.493
ligand_4009,-9.235
ligand_4010,-5.803
ligand_4011,-7.837
ligand_4012,-5.718
ligand_4013,-5.87
ligand_4014,-5.751
ligand_4015,-6.985
ligand_4016,-4.153
ligand_4017,-6.115
ligand_4018,-10.63
ligand_4019,-7.038
ligand_4020,-8.867
ligand_4021,-8.778
ligand_4022,-8.678
ligand_4023,-6.667
ligand_4024,-9.811
ligand_4025,-7.448
ligand_4026,-9.213
ligand_4027,-6.007
ligand_4028,-5.979
ligand_4029,-8.691
ligand_4030,-8.795
ligand_4031,-6.101
ligand_4032,-10.13
ligand_4033,-7.621
ligand_4034,-10.89
ligand_4035,-7.579
ligand_4036,-8.231
ligand_4037,-5.173
ligand_4038,-5.477
ligand_4039,-5.613
ligand_4040,-8.005
ligand_4041,-6.039
ligand_4042,-10.17
ligand_4043,-7.267
ligand_4044,-7.871
ligand_4045,-6.933
ligand_4046,-7.108
ligand_4047,-9.376
ligand_4048,-8.726
ligand_4049,-6.326
ligand_4050,-7.879
ligand_4051,-8.354
ligand_4052,-7.577
ligand_4053,-9.811
ligand_4054,-7.714
ligand_4055,-5.822
ligand_4056,-7.342
ligand_4057,-6.251
ligand_4058,-4.205
ligand_4059,-8.796
ligand_4060,-4.769
ligand_4061,-8.749
ligand_4062,-5.53
ligand_4063,-9.059
ligand_4064,-9.965
ligand_4065,-7.316
ligand_4066,-8.443
ligand_4067,-6.889
ligand_4068,-9.53
ligand_4069,-6.044
ligand_4070,-6.258
ligand_4071,-9.034
ligand_4072,-4.243
ligand_4073,-8.037
ligand_4074,-7.088
ligand_4075,-7.622
ligand_4076,-5.481
ligand_4077,-8.577
ligand_4078,-5.32
ligand_4079,-3.257
ligand_4080,-5.832
ligand_4081,-7.725
ligand_4082,-5.837
ligand_4083,-4.143
ligand_4084,-4.637
ligand_4085,-6.065
ligand_4086,-8.928
ligand_4087,-4.223
ligand_4088,-5.447
ligand_4089,-7.178
ligand_4090,-6.681
ligand_4091,-5.932
ligand_4092,-6.653
ligand_4093,-9.775
ligand_4094,-10.25
ligand_4095,-11.19
ligand_4096,-7.208
ligand_4097,-6.02
ligand_4098,-5.939
ligand_4099,-7.871
ligand_4100,-6.532
ligand_4101,-6.557
ligand_4102,-10.24
ligand_4103,-9.193
ligand_4104,-8.409
ligand_4105,-7.189
ligand_4106,-8.404
ligand_4107,-6.938
ligand_4108,-7.205
ligand_4109,-6.322
ligand_4110,-5.538
ligand_4111,-6.503
ligand_4112,-6.883
ligand_4113,-5.115
ligand_4114,-6.677
ligand_4115,-6.256
ligand_4116,-6.429
ligand_4117,-7.038
ligand_4118,-7.969
ligand_4119,-8.041
ligand_4120,-6.02
ligand_4121,-7.335
ligand_4122,-6.488
ligand_4123,-7.51
ligand_4124,-8.363
ligand_4125,-9.198
ligand_4126,-8.119
ligand_4127,-9.434
ligand_4128,-10.11
ligand_4129,-6.358
ligand_4130,-5.837
ligand_4131,-9.778
ligand_4132,-6.158
ligand_4133,-6.201
ligand_4134,-5.024
ligand_4135,-8.383
ligand_4136,-4.083
ligand_4137,-5.962
ligand_4138,-8.452
ligand_4139,-6.03
ligand_4140,-8.916
ligand_4141,-6.329
ligand_4142,-5.964
ligand_4143,-6.248
ligand_4144,-3.857
ligand_4145,-4.057
ligand_4146,-6.74
ligand_4147,-5.807
ligand_4148,-5.201
ligand_4149,-7.237
ligand_4150,-8.095
ligand_4151,-8.435
ligand_4152,-6.514
ligand_4153,-6.936
ligand_4154,-7.303
ligand_4155,-8.939
ligand_4156,-8.848
ligand_4157,-9.234
ligand_4158,-5.564
ligand_4159,-8.772
ligand_4160,-8.563
ligand_4161,-6.456
ligand_4162,-7.961
ligand_4163,-8.169
ligand_4164,-7.533
ligand_4165,-10.1
ligand_4166,-6.153
ligand_4167,-6.656
ligand_4168,-6.502
ligand_4169,-8.884
ligand_4170,-5.369
ligand_4171,-9.07
ligand_4172,-4.1
ligand_4173,-7.957
ligand_4174,-5.966
ligand_4175,-5.932
ligand_4176,-7.164
ligand_4177,-6.346
ligand_4178,-8.117
ligand_4179,-7.873
ligand_4180,-10.1
ligand_4181,-6.03
ligand_4182,-6.185
ligand_4183,-9.224
ligand_4184,-8.116
ligand_4185,-5.564
ligand_4186,-4.417
ligand_4187,-5.848
ligand_4188,-4.573
ligand_4189,-6.523
ligand_4190,-5.889
ligand_4191,-7.24
ligand_4192,-9.77
ligand_4193,-9.027
ligand_4194,-5.51
ligand_4195,-4.661
ligand_4196,-4.746
ligand_4197,-8.397
ligand_4198,-5.835
ligand_4199,-8.093
ligand_4200,-8.856
ligand_4201,-7.299
ligand_4202,-8.431
ligand_4203,-7.005
ligand_4204,-9.626
ligand_4205,-5.028
ligand_4206,-7.996
ligand_4207,-8.944
ligand_4208,-6.621
ligand_4209,-9.147
ligand_4210,-6.736
ligand_4211,-8.397
ligand_4212,-6.708
ligand_4213,-8.171
ligand_4214,-9.473
ligand_4215,-9.453
ligand_4216,-5.123
ligand_4217,-8.13
ligand_4218,-4.855
ligand_4219,-7.757
ligand_4220,-6.444
ligand_4221,-6.457
ligand_4222,-6.644
ligand_4223,-7.557
ligand_4224,-7.195
ligand_4225,-7.458
ligand_4226,-9.578
ligand_4227,-6.515
ligand_4228,-6.62
ligand_4229,-8.794
ligand_4230,-8.933
ligand_4231,-8.358
ligand_4232,-5.946
ligand_4233,-8.239
ligand_4234,-6.413
ligand_4235,-3.007
ligand_4236,-6.033
ligand_4237,-7.991
ligand_4238,-8.85
ligand_4239,-6.673
ligand_4240,-7.505
ligand_4241,-8.354
ligand_4242,-6.358
ligand_4243,-5.523
ligand_4244,-4.965
ligand_4245,-7.506
ligand_4246,-6.82
ligand_4247,-6.271
ligand_4248,-7.807
ligand_4249,-6.366
ligand_4250,-4.631
ligand_4251,-7.381
ligand_4252,-3.949
ligand_4253,-8.352
ligand_4254,-8.052
ligand_4255,-7.431
ligand_4256,-8.274
ligand_4257,-8.878
ligand_4258,-7.824
ligand_4259,-5.048
ligand_4260,-5.651
ligand_4261,-3.611
ligand_4262,-10.09
ligand_4263,-6.006
ligand_4264,-7.168
ligand_4265,-3.477
ligand_4266,-7.711
ligand_4267,-5.747
ligand_4268,-8.487
ligand_4269,-6.53
ligand_4270,-7.143
ligand_4271,-8.358
ligand_4272,-7.145
ligand_4273,-6.162
ligand_4274,-6.151
ligand_4275,-10.5
ligand_4276,-8.225
ligand_4277,-8.384
ligand_4278,-7.128
ligand_4279,-7.575
ligand_4280,-7.27
ligand_4281,-6.56
ligand_4282,-5.886
ligand_4283,-4.565
ligand_4284,-6.826
ligand_4285,-5.766
ligand_4286,-7.326
ligand_4287,-6.891
ligand_4288,-6.863
ligand_4289,-7.448
ligand_4290,-7.939
ligand_4291,-5.348
ligand_4292,-8.027
ligand_4293,-3.407
ligand_4294,-6.611
ligand_4295,-8.768
ligand_4296,-9.232
ligand_4297,-7.934
ligand_4298,-5.84
ligand_4299,-9.767
ligand_4300,-8.332
ligand_4301,-7.422
ligand_4302,-9.409
ligand_4303,-10.15
ligand_4304,-6.859
ligand_4305,-7.478
ligand_4306,-5.916
ligand_4307,-4.868
ligand_4308,-6.207
ligand_4309,-3.97
ligand_4310,-6.093
ligand_4311,-6.28
ligand_4312,-6.025
ligand_4313,-6.758
ligand_4314,-8.424
ligand_4315,-6.618
ligand_4316,-5.787
ligand_4317,-5.391
ligand_4318,-14.14
ligand_4319,-7.841
ligand_4320,-6.057
ligand_4321,-7.888
ligand_4322,-7.539
ligand_4323,-7.862
ligand_4324,-4.018
ligand_4325,-6.434
ligand_4326,-7.018
ligand_4327,-7.119
ligand_4328,-6.287
ligand_4329,-5.821
ligand_4330,-7.402
ligand_4331,-7.899
ligand_4332,-10.27
ligand_4333,-8.007
ligand_4334,-8.258
ligand_4335,-10.26
ligand_4336,-7.088
ligand_4337,-7.311
ligand_4338,-8.059
ligand_4339,-4.119
ligand_4340,-6.088
ligand_4341,-8.083
ligand_4342,-7.096
ligand_4343,-6.755
ligand_4344,-6.159
ligand_4345,-6.533
ligand_4346,-6.19
ligand_4347,-8.626
ligand_4348,-12.39
ligand_4349,-5.414
ligand_4350,-6.543
ligand_4351,-9.049
ligand_4352,-8.331
ligand_4353,-6.919
ligand_4354,-6.617
ligand_4355,-6.156
ligand_4356,-7.187
ligand_4357,-5.291
ligand_4358,-7.03
ligand_4359,-8.595
ligand_4360,-9.109
ligand_4361,-6.952
ligand_4362,-6.245
ligand_4363,-4.382
ligand_4364,-6.635
ligand_4365,-3.415
ligand_4366,-6.849
ligand_4367,-9.542
ligand_4368,-4.564
ligand_4369,-4.711
ligand_4370,-8.164
ligand_4371,-6.027
ligand_4372,-6.433
ligand_4373,-4.142
ligand_4374,-8.145
ligand_4375,-5.902
ligand_4376,-8.764
ligand_4377,-10.52
ligand_4378,-9.034
ligand_4379,-10.17
ligand_4380,-6.405
ligand_4381,-8.53
ligand_4382,-8.974
ligand_4383,-6.008
ligand_4384,-6.627
ligand_4385,-6.768
ligand_4386,-6.428
ligand_4387,-6.518
ligand_4388,-5.944
ligand_4389,-9.741
ligand_4390,-6.938
ligand_4391,-7.902
ligand_4392,-10.29
ligand_4393,-6.16
ligand_4394,-6.406
ligand_4395,-8.822
ligand_4396,-9.041
ligand_4397,-6.186
ligand_4398,-6.18
ligand_4399,-5
ligand_4400,-9.136
ligand_4401,-7.031
ligand_4402,-5.474
ligand_4403,-5.926
ligand_4404,-9.368
ligand_4405,-8.988
ligand_4406,-10.75
ligand_4407,-6.284
ligand_4408,-6.628
ligand_4409,-8.559
ligand_4410,-7.799
ligand_4411,-9.836
ligand_4412,-7.712
ligand_4413,-5.546
ligand_4414,-8.231
ligand_4415,-8.537
ligand_4416,-8.589
ligand_4417,-7.595
ligand_4418,-9.003
ligand_4419,-6.204
ligand_4420,-3.507
ligand_4421,-9.609
ligand_4422,-7.244
ligand_4423,-5.813
ligand_4424,-6.353
ligand_4425,-9.175
ligand_4426,-6.263
ligand_4427,-7.443
ligand_4428,-8.945
ligand_4429,-9.251
ligand_4430,-8.779
ligand_4431,-6.933
ligand_4432,-6.432
ligand_4433,-8.428
ligand_4434,-8.133
ligand_4435,-8.415
ligand_4436,-8.806
ligand_4437,-6.834
ligand_4438,-4.513
ligand_4439,-8.961
ligand_4440,-7.571
ligand_4441,-6.333
ligand_4442,-9.042
ligand_4443,-8.682
ligand_4444,-7.508
ligand_4445,-8.066
ligand_4446,-10.36
ligand_4447,-5.695
ligand_4448,-7.74
ligand_4449,-6.004
ligand_4450,-9.071
ligand_4451,-5.144
ligand_4452,-8.155
ligand_4453,-7.323
ligand_4454,-9.605
ligand_4455,-7.595
ligand_4456,-7.773
ligand_4457,-5.969
ligand_4458,-9.579
ligand_4459,-7.14
ligand_4460,-7.675
ligand_4461,-6.577
ligand_4462,-8.836
ligand_4463,-7.782
ligand_4464,-8.774
ligand_4465,-8.501
ligand_4466,-5.94
ligand_4467,-9.191
ligand_4468,-6.053
ligand_4469,-7.405
ligand_4470,-8.532
ligand_4471,-9.168
ligand_4472,-6.776
ligand_4473,-5.663
ligand_4474,-6.605
ligand_4475,-7.951
ligand_4476,-6.967
ligand_4477,-7.194
ligand_4478,-6.42
ligand_4479,-8.813
ligand_4480,-7.673
ligand_4481,-6.565
ligand_4482,-5.693
ligand_4483,-9.219
ligand_4484,-6.27
ligand_4485,-5.347
ligand_4486,-8.753
ligand_4487,-7.168
ligand_4488,-8.394
ligand_4489,-6.97
ligand_4490,-4.483
ligand_4491,-7.286
ligand_4492,-8.4
ligand_4493,-5.767
ligand_4494,-3.442
ligand_4495,-4.682
ligand_4496,-7.228
ligand_4497,-7.49
ligand_4498,-6.163
ligand_4499,-7.159
ligand_4500,-10.2
ligand_4501,-8.766
ligand_4502,-5.891
ligand_4503,-6.415
ligand_4504,-8.871
ligand_4505,-8.497
ligand_4506,-7.652
ligand_4507,-5.844
ligand_4508,-6.568
ligand_4509,-8.627
ligand_4510,-7.678
ligand_4511,-7.951
ligand_4512,-9.548
ligand_4513,-7.92
ligand_4514,-9.582
ligand_4515,-5.791
ligand_4516,-6.262
ligand_4517,-5.527
ligand_4518,-7.44
ligand_4519,-8.428
ligand_4520,-9.056
ligand_4521,-7.502
ligand_4522,-7.589
ligand_4523,-7.829
ligand_4524,-7.287
ligand_4525,-7.223
ligand_4526,-6.157
ligand_4527,-8.029
ligand_4528,-5.668
ligand_4529,-6.648
ligand_4530,-8.583
ligand_4531,-7.072
ligand_4532,-7.98
ligand_4533,-4.667
ligand_4534,-5.309
ligand_4535,-5.757
ligand_4536,-4.191
ligand_4537,-6.021
ligand_4538,-4.478
ligand_4539,-9.455
ligand_4540,-8.979
ligand_4541,-8.207
ligand_4542,-7.087
ligand_4543,-9.632
ligand_4544,-6.12
ligand_4545,-6.838
ligand_4546,-7.388
ligand_4547,-8.578
ligand_4548,-8.47
ligand_4549,-4.992
ligand_4550,-7.46
ligand_4551,-8.656
ligand_4552,-4.229
ligand_4553,-6.185
ligand_4554,-7.521
ligand_4555,-9.205
ligand_4556,-8.836
ligand_4557,-7.376
ligand_4558,-4.114
ligand_4559,-9.204
ligand_4560,-8.268
ligand_4561,-6.72
ligand_4562,-6.646
ligand_4563,-3.39
ligand_4564,-7.146
ligand_4565,-9.526
ligand_4566,-7.143
ligand_4567,-8.4
ligand_4568,-7.39
ligand_4569,-9.889
ligand_4570,-3.995
ligand_4571,-8.708
ligand_4572,-6.363
ligand_4573,-4.738
ligand_4574,-9.388
ligand_4575,-7.433
ligand_4576,-8.05
ligand_4577,-6.404
ligand_4578,-6.944
ligand_4579,-7.83
ligand_4580,-6.929
ligand_4581,-7.005
ligand_4582,-6.676
ligand_4583,-10.27
ligand_4584,-7.645
ligand_4585,-8.58
ligand_4586,-5.898
ligand_4587,-10.1
ligand_4588,-7.305
ligand_4589,-7.259
ligand_4590,-7.718
ligand_4591,-5.771
ligand_4592,-4.124
ligand_4593,-6.019
ligand_4594,-5.962
ligand_4595,-6.672
ligand_4596,-3.799
ligand_4597,-9.396
ligand_4598,-5.661
ligand_4599,-5.512
ligand_4600,-7.623
ligand_4601,-6.075
ligand_4602,-5.999
ligand_4603,-6.253
ligand_4604,-9.733
ligand_4605,-6.159
ligand_4606,-8.678
ligand_4607,-8.506
ligand_4608,-7.391
ligand_4609,-4.045
ligand_4610,-4.749
ligand_4611,-6.666
ligand_4612,-5.969
ligand_4613,-3.763
ligand_4614,-4.529
ligand_4615,-10.56
ligand_4616,-6.279
ligand_4617,-6.962
ligand_4618,-6.838
ligand_4619,-8.317
ligand_4620,-8.71
ligand_4621,-7.213
ligand_4622,-5.572
ligand_4623,-6.674
ligand_4624,-6.418
ligand_4625,-6.449
ligand_4626,-5.807
ligand_4627,-10.06
ligand_4628,-8.001
ligand_4629,-8.766
ligand_4630,-4.626
ligand_4631,-8.508
ligand_4632,-7.119
ligand_4633,-7.641
ligand_4634,-4.766
ligand_4635,-7.841
ligand_4636,-7.954
ligand_4637,-9.023
ligand_4638,-8.444
ligand_4639,-10.32
ligand_4640,-7.096
ligand_4641,-7.628
ligand_4642,-9.027
ligand_4643,-9.691
ligand_4644,-6.69
ligand_4645,-6.938
ligand_4646,-6.126
ligand_4647,-14.74
ligand_4648,-10.19
ligand_4649,-5.873
ligand_4650,-8.306
ligand_4651,-8.865
ligand_4652,-7.382
ligand_4653,-8.88
ligand_4654,-6.008
ligand_4655,-4.746
ligand_4656,-7.974
ligand_4657,-7.054
ligand_4658,-9.48
ligand_4659,-8.267
ligand_4660,-6.627
ligand_4661,-8.251
ligand_4662,-4.611
ligand_4663,-5.76
ligand_4664,-6.101
ligand_4665,-6.428
ligand_4666,-7.894
ligand_4667,-6.456
ligand_4668,-8.968
ligand_4669,-6.427
ligand_4670,-7.412
ligand_4671,-8.374
ligand_4672,-7.285
ligand_4673,-6.849
ligand_4674,-6.916
ligand_4675,-7.248
ligand_4676,-8.883
ligand_4677,-5.598
ligand_4678,-6.648
ligand_4679,-4.099
ligand_4680,-3.457
ligand_4681,-3.008
ligand_4682,-5.018
ligand_4683,-5.867
ligand_4684,-6.022
ligand_4685,-7.625
ligand_4686,-7.976
ligand_4687,-8.237
ligand_4688,-5.366
ligand_4689,-7.061
ligand_4690,-7.97
ligand_4691,-8.125
ligand_4692,-5.745
ligand_4693,-8.757
ligand_4694,-6.47
ligand_4695,-6.076
ligand_4696,-8.871
ligand_4697,-6.34
ligand_4698,-7.215
ligand_4699,-6.475
ligand_4700,-4.869
ligand_4701,-6.58
ligand_4702,-7.145
ligand_4703,-3.341
ligand_4704,-6.675
ligand_4705,-7.043
ligand_4706,-6.823
ligand_4707,-9.146
ligand_4708,-8.724
ligand_4709,-6.108
ligand_4710,-7.018
ligand_4711,-9.362
ligand_4712,-8.691
ligand_4713,-8.116
ligand_4714,-6.709
ligand_4715,-9.538
ligand_4716,-4.52
ligand_4717,-7.49
ligand_4718,-7.127
ligand_4719,-8.163
ligand_4720,-3.679
ligand_4721,-8.428
ligand_4722,-6.528
ligand_4723,-7.064
ligand_4724,-7.951
ligand_4725,-8.93
ligand_4726,-10.28
ligand_4727,-5.854
ligand_4728,-8.759
ligand_4729,-7.796
ligand_4730,-7.29
ligand_4731,-8.513
ligand_4732,-4.995
ligand_4733,-6.814
ligand_4734,-9.106
ligand_4735,-6.274
ligand_4736,-8.261
ligand_4737,-5.481
ligand_4738,-5.928
ligand_4739,-8.87
ligand_4740,-5.744
ligand_4741,-8.126
ligand_4742,-6.547
ligand_4743,-8.495
ligand_4744,-4.862
